ResponseID,Segment,Timestamp,Q1_Ships_Goods,Q2_Role,Q3_Annual_Shipments,Q4_Annual_Revenue,Q5_Employee_Count,Q6_Industry,Q7_Business_Model,Q8_Avg_Shipment_Value,Q9_Shipping_Regions,Q10_Company_Age,Q11_HQ_Location,Q12_Transportation_Modes,Q13_Supply_Chain_Software,Q14_Monitoring_Methods,Q15_Delays_Rate,Q15_Damage_Rate,Q15_Loss_Rate,Q15_Customs_Rate,Q15_Documentation_Rate,Q16_Advance_Notice,Q17_Risk_Manager,Q18_Have_Insurance,Q19_Purchase_Method,Q20_Coverage_Types,Q21_Insurance_Frustrations,Q22_Filed_Claim,Q23_Supply_Chain_Challenges,Q24_Annual_Disruption_Cost,Q25_Switch_Factors,Q26_Rank_Price_Cost,Q26_Rank_Coverage_comprehensiveness,Q26_Rank_Speed_of_claims_payout,Q26_Rank_Ease_of_purchase_use,Q26_Rank_Real-time_risk_data_insights,Q27_Valuable_Features,Q28_Integration_Importance,Q29_Proactive_Alerts_Value,Q30_Influential_Data_Points,Q31_Current_Insurance_Spend_Pct,Q32_WTP_50K_Shipment,Q33_SaaS_Subscription_Willingness,Q34_Tech_Adoption_Approach,Q35_Recent_Tech_Adoptions,Q36_API_Comfort,Q37_Adoption_Barriers,Q38_Interest_Level,Q39_NPS_Score,Q40_Additional_Features,Q41_Final_Thoughts,Q42_Follow_Up_Interest
R0011,tech_savvy_sme,2024-01-15 07:50:00,"Yes, domestically only (within one country)",Owner/Founder/C-Suite Executive,201-500 shipments/year,$1M - $5M,11-50 (Small business),E-commerce/Retail,Both B2B and B2C,"$25,000 - $50,000",Africa|Asia-Pacific|North America,1-3 years,United States,Ocean freight (container ships),"E-commerce platform (Shopify, WooCommerce, Amazon)|Shipment tracking tools (Project44, FourKites)|Transportation Management System (TMS)|Warehouse Management System (WMS)","Automated tracking notifications|IoT sensors (temperature, shock, location)|Periodic updates from carrier/forwarder|Real-time GPS tracking",1-5%,0%,0%,1-5%,11-20%,1-3 days,CEO/Owner,"No, we don't have cargo insurance",N/A - No insurance,N/A - No insurance,Not applicable - we don't have insurance,"No, we've never needed to",Cash flow disruption from losses|Rising freight costs|Unpredictable delays,"$100,000 - $500,000",Integration with existing software|Lower cost|Proactive risk alerts,3,4,2,5,1,"API access for custom integrations|Dynamic pricing based on actual risk (not flat rates)|Proactive alerts (weather, port delays, carrier issues)|Real-time risk scoring for each shipment",Somewhat important (nice to have),Extremely valuable - would change our shipping decisions,Current insurance cost for this route|Customs delay likelihood,Not applicable - we don't have insurance,$150 - $250,"Yes, definitely worth it",Early adopter - we love trying new tools,API integrations between business systems|Automated data analytics/dashboards|Cloud-based ERP/supply chain software|Mobile-first business applications,Very comfortable - we have in-house developers,Concerns about data security/privacy|Lack of trust in a new/unknown company,Slightly interested - might consider in the future,4,None at this time,Need buy-in from management first,Yes - keep me updated
R0012,traditional_midsize,2024-01-15 08:37:00,"Yes, both international and domestic",Procurement/Purchasing Manager,"501-1,000 shipments/year",$5M - $10M,1-10 (Micro business),Automotive Parts,B2C (selling directly to consumers),"$10,000 - $25,000",Asia-Pacific|Latin America,10+ years,United States,"Courier/Express (DHL, FedEx, UPS)|Ocean freight (container ships)|Road freight (trucking)","E-commerce platform (Shopify, WooCommerce, Amazon)|Transportation Management System (TMS)",Automated tracking notifications|Manual check-ins with vendors|Real-time GPS tracking,11-20%,1-5%,1-5%,11-20%,6-10%,More than 4 weeks,External consultant/broker,"No, we don't have cargo insurance",N/A - No insurance,N/A - No insurance,Not applicable - we don't have insurance,"No, but we've experienced losses",Managing multiple carriers/vendors|Unpredictable delays,"$25,000 - $100,000",Better customer service|Easier purchasing process|Faster claims processing,2,1,3,4,5,Ability to insure individual shipments (not annual policy)|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Mobile app for on-the-go management,Somewhat important (nice to have),Somewhat valuable,Fuel price trends|Historical loss rates on this route,Not applicable - we don't have insurance,$100 - $150,"Yes, definitely worth it",Cautious - we prefer established solutions,Automated data analytics/dashboards|Cloud-based ERP/supply chain software,Not sure/Don't know,Internal resistance to change|Regulatory/compliance concerns,Slightly interested - might consider in the future,6,None at this time,Price will be the deciding factor,Yes - keep me updated
R0013,enterprise,2024-01-15 09:24:00,"Yes, both international and domestic",Finance/Risk Manager,"501-1,000 shipments/year",$50M - $100M,500+ (Enterprise),E-commerce/Retail,Both B2B and B2C,"$5,000 - $10,000",Europe,10+ years,Canada,Air freight,"ERP System (SAP, Oracle, NetSuite, etc.)|Freight forwarder platform (Flexport, Freightos, etc.)|Transportation Management System (TMS)|Warehouse Management System (WMS)","IoT sensors (temperature, shock, location)|Manual check-ins with vendors|Periodic updates from carrier/forwarder",1-5%,0%,0%,0%,0%,1-2 weeks,Dedicated risk/insurance manager,"Yes, we have comprehensive annual cargo insurance",Annual policy through a traditional insurance broker,Customs seizure|Delay/late delivery|Theft|War/terrorism/political risk|Weather-related damage,Coverage exclusions are too broad|Poor customer service|Slow claims processing,"No, we've never needed to",Carrier reliability issues|Lack of real-time visibility,"$100,000 - $500,000",Better coverage options|Per-shipment flexibility|Proactive risk alerts|Transparent pricing,3,2,1,4,2,"API access for custom integrations|Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Historical shipment risk analytics|Integration with existing logistics software|Proactive alerts (weather, port delays, carrier issues)|Real-time risk scoring for each shipment|White-label option for customer-facing use",Very important (strong preference),Somewhat valuable,Customs delay likelihood|Historical loss rates on this route,0.3% - 0.5%,$50 - $100,"Yes, definitely worth it",Conservative - we stick with what works,Automated data analytics/dashboards|Blockchain for supply chain transparency|IoT sensors for shipment tracking|Mobile-first business applications,Somewhat comfortable - we'd need vendor support,Concerns about data security/privacy|Regulatory/compliance concerns|Switching costs from current provider,Extremely interested - would sign up immediately,10,Dedicated account manager,Need buy-in from management first,No thanks
R0014,enterprise,2024-01-15 10:11:00,"Yes, both international and domestic",Operations Manager,"5,000+ shipments/year",$1M - $5M,51-200 (Medium business),Consumer Goods (FMCG),B2B (selling to other businesses),"$100,000 - $500,000",Europe|North America,10+ years,United States,"Air freight|Courier/Express (DHL, FedEx, UPS)","ERP System (SAP, Oracle, NetSuite, etc.)|Freight forwarder platform (Flexport, Freightos, etc.)|Shipment tracking tools (Project44, FourKites)","Automated tracking notifications|IoT sensors (temperature, shock, location)|Manual check-ins with vendors|Periodic updates from carrier/forwarder|Real-time GPS tracking",0%,1-5%,0%,1-5%,0%,Less than 24 hours,Supply chain/logistics team,"Yes, we insure on a per-shipment basis",Annual policy through a traditional insurance broker|Through our freight forwarder,Spoilage (for perishables)|Theft,Complex policies (hard to understand what's covered)|Coverage exclusions are too broad|Slow claims processing,"No, but we've experienced losses",Carrier reliability issues|Lack of real-time visibility|Unpredictable delays,Not sure/Don't track this,Better coverage options|Better customer service|Lower cost|Per-shipment flexibility|Real-time risk insights|Transparent pricing,3,2,1,4,5,"API access for custom integrations|Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Integration with existing logistics software|Proactive alerts (weather, port delays, carrier issues)|Route optimization recommendations",Extremely important (deal-breaker if not available),Not valuable - we prefer to make our own decisions,Current insurance cost for this route|Fuel price trends|Port congestion levels,0.5% - 1%,$50 - $100,"Maybe, depends on the exact features",Conservative - we stick with what works,AI/machine learning tools (any use case)|API integrations between business systems|Automated data analytics/dashboards|Blockchain for supply chain transparency|Cloud-based ERP/supply chain software,Very comfortable - we have in-house developers,Concerns about data security/privacy|Time required to set up/integrate,Very interested - would request a demo/trial,8,Automated risk reports sent weekly,Concerned about implementation complexity,Yes - keep me updated
R0015,traditional_midsize,2024-01-15 10:58:00,"Yes, internationally (cross-border shipments)",Supply Chain/Logistics Manager,201-500 shipments/year,$1M - $5M,11-50 (Small business),E-commerce/Retail,B2C (selling directly to consumers),"$10,000 - $25,000",Asia-Pacific|Europe|Middle East|North America,5-10 years,European Union,Rail freight,"E-commerce platform (Shopify, WooCommerce, Amazon)|Transportation Management System (TMS)",Manual check-ins with vendors,1-5%,0%,1-5%,1-5%,0%,4-7 days,Supply chain/logistics team,"Yes, we have comprehensive annual cargo insurance",Directly from an insurance company,Customs seizure|Delay/late delivery|Spoilage (for perishables)|War/terrorism/political risk|Weather-related damage,Complex policies (hard to understand what's covered)|Slow claims processing,"Yes, but the process was difficult/unsatisfactory",Carrier reliability issues|Damage to goods in transit|Rising freight costs,"$5,000 - $25,000",Easier purchasing process|Faster claims processing|Integration with existing software|Lower cost,2,1,3,4,2,"Instant quote generation|Proactive alerts (weather, port delays, carrier issues)|Real-time risk scoring for each shipment",Not important (happy to use a separate tool),Somewhat valuable,"Carrier performance ratings (on-time %)|Current insurance cost for this route|Geopolitical risk alerts (strikes, tariffs, instability)",0.1% - 0.3%,Less than $50,"Yes, definitely worth it",Cautious - we prefer established solutions,AI/machine learning tools (any use case)|Automated data analytics/dashboards|IoT sensors for shipment tracking,Somewhat comfortable - we'd need vendor support,Lack of trust in a new/unknown company|Regulatory/compliance concerns|Switching costs from current provider,Very interested - would request a demo/trial,7,Dedicated account manager,No additional thoughts,Yes - keep me updated
R0016,traditional_midsize,2024-01-15 11:45:00,"Yes, internationally (cross-border shipments)",Other,"501-1,000 shipments/year",$1M - $5M,11-50 (Small business),Fashion & Apparel,B2C (selling directly to consumers),"$25,000 - $50,000",Asia-Pacific|North America,10+ years,Canada,Air freight|Intermodal (combination),"ERP System (SAP, Oracle, NetSuite, etc.)|Excel/Manual tracking|Freight forwarder platform (Flexport, Freightos, etc.)|Warehouse Management System (WMS)",Periodic updates from carrier/forwarder,11-20%,1-5%,1-5%,1-5%,1-5%,1-2 weeks,Supply chain/logistics team,Sometimes (only for high-value shipments),Annual policy through a traditional insurance broker|Through our freight forwarder,Customs seizure|Theft|Weather-related damage,Poor customer service|Slow claims processing,"Yes, and it was resolved satisfactorily",Damage to goods in transit|Unpredictable delays,"Less than $5,000",Better customer service|Easier purchasing process|Faster claims processing|Lower cost,2,1,3,4,5,Automated claims processing|Mobile app for on-the-go management|Real-time risk scoring for each shipment,Extremely important (deal-breaker if not available),Very valuable - helpful information,Current insurance cost for this route|Customs delay likelihood|Port congestion levels,0.5% - 1%,$250 - $500,"No, prefer to pay per-use only",Conservative - we stick with what works,AI/machine learning tools (any use case)|IoT sensors for shipment tracking,Comfortable - we can handle basic integrations,Internal resistance to change|Lack of trust in a new/unknown company|Switching costs from current provider,Extremely interested - would sign up immediately,9,Integration with QuickBooks for accounting,No additional thoughts,Yes - keep me updated
R0017,price_sensitive_small,2024-01-15 12:32:00,"Yes, domestically only (within one country)",Owner/Founder/C-Suite Executive,201-500 shipments/year,$1M - $5M,1-10 (Micro business),Food & Beverage,Manufacturer,"$10,000 - $25,000",Asia-Pacific|North America,3-5 years,Canada,Intermodal (combination)|Road freight (trucking),"E-commerce platform (Shopify, WooCommerce, Amazon)",Automated tracking notifications|Manual check-ins with vendors,1-5%,0%,0%,6-10%,1-5%,Less than 24 hours,CEO/Owner,"No, we don't have cargo insurance",N/A - No insurance,N/A - No insurance,Not applicable - we don't have insurance,"No, we've never needed to",Cash flow disruption from losses|Damage to goods in transit,Not sure/Don't track this,Integration with existing software|Lower cost|Transparent pricing,1,3,2,4,5,Instant quote generation|Mobile app for on-the-go management,Not important (happy to use a separate tool),Not valuable - we prefer to make our own decisions,Carrier performance ratings (on-time %)|Port congestion levels,Not applicable - we don't have insurance,Less than $50,"Maybe, depends on the exact features",Conservative - we stick with what works,API integrations between business systems,Somewhat comfortable - we'd need vendor support,Budget constraints|Time required to set up/integrate|Uncertainty about actual cost savings,Very interested - would request a demo/trial,8,Dedicated account manager,No additional thoughts,No thanks
R0018,price_sensitive_small,2024-01-15 13:19:00,"Yes, both international and domestic",Owner/Founder/C-Suite Executive,51-200 shipments/year,$1M - $5M,51-200 (Medium business),Manufacturing (Industrial goods),Manufacturer,"$5,000 - $10,000",Asia-Pacific,1-3 years,United States,Ocean freight (container ships)|Rail freight,Excel/Manual tracking,Manual check-ins with vendors|Periodic updates from carrier/forwarder,1-5%,1-5%,1-5%,0%,6-10%,2-4 weeks,Operations manager,"No, we don't have cargo insurance",N/A - No insurance,N/A - No insurance,Not applicable - we don't have insurance,"No, but we've experienced losses",Cash flow disruption from losses|Difficulty accessing insurance,"$5,000 - $25,000",Better coverage options|Real-time risk insights|Transparent pricing,4,3,4,4,5,Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Mobile app for on-the-go management,Very important (strong preference),Extremely valuable - would change our shipping decisions,Carrier performance ratings (on-time %)|Port congestion levels,Not applicable - we don't have insurance,Less than $50,"Yes, if it includes X free insurance quotes per month",Fast follower - we adopt once proven,API integrations between business systems|Mobile-first business applications,Somewhat comfortable - we'd need vendor support,Budget constraints|Time required to set up/integrate|Uncertainty about actual cost savings,Slightly interested - might consider in the future,5,None at this time,No additional thoughts,No thanks
R0019,enterprise,2024-01-15 14:06:00,"Yes, both international and domestic",Supply Chain/Logistics Manager,51-200 shipments/year,$10M - $50M,11-50 (Small business),Automotive Parts,Distributor/Wholesaler,"$10,000 - $25,000",Europe|Latin America|North America,10+ years,Canada,Ocean freight (container ships)|Road freight (trucking),"E-commerce platform (Shopify, WooCommerce, Amazon)|ERP System (SAP, Oracle, NetSuite, etc.)|Shipment tracking tools (Project44, FourKites)|Transportation Management System (TMS)|Warehouse Management System (WMS)","IoT sensors (temperature, shock, location)|Manual check-ins with vendors|Periodic updates from carrier/forwarder|Real-time GPS tracking",0%,0%,0%,1-5%,0%,2-4 weeks,Operations manager,"Yes, we have comprehensive annual cargo insurance",Annual policy through a traditional insurance broker|Through our freight forwarder,Delay/late delivery|Spoilage (for perishables)|Theft|War/terrorism/political risk|Weather-related damage,Coverage exclusions are too broad|Slow claims processing,"Yes, and it was resolved satisfactorily",Carrier reliability issues|Managing multiple carriers/vendors|Port congestion,"$100,000 - $500,000",Integration with existing software|Lower cost|Proactive risk alerts,3,4,1,4,5,"API access for custom integrations|Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Integration with existing logistics software|Proactive alerts (weather, port delays, carrier issues)|Real-time risk scoring for each shipment|White-label option for customer-facing use",Extremely important (deal-breaker if not available),Very valuable - helpful information,Carrier performance ratings (on-time %)|Current insurance cost for this route|Customs delay likelihood,0.5% - 1%,$150 - $250,"Maybe, depends on the exact features",Cautious - we prefer established solutions,API integrations between business systems|Blockchain for supply chain transparency|Cloud-based ERP/supply chain software|IoT sensors for shipment tracking,Very comfortable - we have in-house developers,Switching costs from current provider|Time required to set up/integrate,Extremely interested - would sign up immediately,10,Bulk policy management,Need buy-in from management first,Yes - keep me updated
R0020,price_sensitive_small,2024-01-15 14:53:00,"Yes, domestically only (within one country)",Operations Manager,"501-1,000 shipments/year",Less than $500K,11-50 (Small business),E-commerce/Retail,Manufacturer,"$5,000 - $10,000",North America,5-10 years,United States,Road freight (trucking),"E-commerce platform (Shopify, WooCommerce, Amazon)|Excel/Manual tracking",Manual check-ins with vendors|Periodic updates from carrier/forwarder,1-5%,1-5%,1-5%,6-10%,0%,2-4 weeks,Supply chain/logistics team,"No, we don't have cargo insurance",N/A - No insurance,N/A - No insurance,Not applicable - we don't have insurance,"No, we've never needed to",Cash flow disruption from losses|Difficulty accessing insurance,Not sure/Don't track this,Better customer service|Lower cost|Proactive risk alerts|Real-time risk insights|Transparent pricing,3,3,2,4,5,Ability to insure individual shipments (not annual policy)|Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation,Somewhat important (nice to have),Somewhat valuable,"Current insurance cost for this route|Fuel price trends|Geopolitical risk alerts (strikes, tariffs, instability)",Not applicable - we don't have insurance,$100 - $150,"No, prefer to pay per-use only",Cautious - we prefer established solutions,API integrations between business systems,Not sure/Don't know,Budget constraints|Time required to set up/integrate|Uncertainty about actual cost savings,Slightly interested - might consider in the future,4,None at this time,No additional thoughts,Yes - keep me updated
R0021,enterprise,2024-01-15 15:40:00,"Yes, domestically only (within one country)",Operations Manager,"1,001-5,000 shipments/year",$10M - $50M,201-500 (Medium-large),Fashion & Apparel,Manufacturer,"$25,000 - $50,000",Asia-Pacific,5-10 years,United States,Air freight|Ocean freight (container ships),"E-commerce platform (Shopify, WooCommerce, Amazon)|ERP System (SAP, Oracle, NetSuite, etc.)|Excel/Manual tracking|Transportation Management System (TMS)","IoT sensors (temperature, shock, location)|Periodic updates from carrier/forwarder|Real-time GPS tracking",6-10%,1-5%,1-5%,6-10%,1-5%,1-3 days,Operations manager,"Yes, we have comprehensive annual cargo insurance",Included in carrier's liability coverage,Customs seizure|Physical damage/loss of goods|Theft|War/terrorism/political risk|Weather-related damage,Complex policies (hard to understand what's covered)|Coverage exclusions are too broad|Slow claims processing,"No, but we've experienced losses",Lack of real-time visibility|Port congestion|Unpredictable delays,"$500,000+",Better coverage options|Easier purchasing process|Lower cost|Per-shipment flexibility|Proactive risk alerts,3,2,1,4,5,"Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Historical shipment risk analytics|Proactive alerts (weather, port delays, carrier issues)|Real-time risk scoring for each shipment",Somewhat important (nice to have),Extremely valuable - would change our shipping decisions,Current insurance cost for this route|Historical loss rates on this route,1% - 2%,$250 - $500,"Yes, definitely worth it",Cautious - we prefer established solutions,AI/machine learning tools (any use case)|API integrations between business systems|Automated data analytics/dashboards|Mobile-first business applications,Comfortable - we can handle basic integrations,Regulatory/compliance concerns|Switching costs from current provider,Very interested - would request a demo/trial,8,Real-time chat support,No additional thoughts,Yes - keep me updated
R0022,price_sensitive_small,2024-01-15 16:27:00,"Yes, internationally (cross-border shipments)",Procurement/Purchasing Manager,"1,001-5,000 shipments/year",$10M - $50M,1-10 (Micro business),Fashion & Apparel,B2C (selling directly to consumers),"Less than $5,000",Asia-Pacific|Latin America,10+ years,United States,Ocean freight (container ships),"E-commerce platform (Shopify, WooCommerce, Amazon)",Automated tracking notifications,0%,1-5%,0%,0%,1-5%,Less than 24 hours,CEO/Owner,"No, we don't have cargo insurance",N/A - No insurance,N/A - No insurance,Not applicable - we don't have insurance,"Yes, but the process was difficult/unsatisfactory",Cash flow disruption from losses|Damage to goods in transit,"Less than $5,000",Better customer service|Faster claims processing|Lower cost|Per-shipment flexibility|Proactive risk alerts|Real-time risk insights,1,3,2,1,5,Ability to insure individual shipments (not annual policy)|Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Mobile app for on-the-go management,Somewhat important (nice to have),Very valuable - helpful information,Carrier performance ratings (on-time %)|Historical loss rates on this route|Weather forecasts on route,Not applicable - we don't have insurance,$100 - $150,"Maybe, depends on the exact features",Cautious - we prefer established solutions,API integrations between business systems|Cloud-based ERP/supply chain software,Not comfortable - we prefer plug-and-play solutions,Budget constraints|Time required to set up/integrate|Uncertainty about actual cost savings,Very interested - would request a demo/trial,7,None at this time,Hope this launches soon,No thanks
R0023,traditional_midsize,2024-01-15 17:14:00,"Yes, internationally (cross-border shipments)",Owner/Founder/C-Suite Executive,201-500 shipments/year,$5M - $10M,51-200 (Medium business),E-commerce/Retail,Manufacturer,"$5,000 - $10,000",Europe,5-10 years,Canada,Air freight|Intermodal (combination)|Road freight (trucking),Transportation Management System (TMS)|Warehouse Management System (WMS),Manual check-ins with vendors|Real-time GPS tracking,6-10%,0%,0%,6-10%,21%+,4-7 days,External consultant/broker,"Yes, we insure on a per-shipment basis",Annual policy through a traditional insurance broker,Physical damage/loss of goods|Spoilage (for perishables)|Theft,Complex policies (hard to understand what's covered)|Poor customer service|Slow claims processing,"Yes, and it was resolved satisfactorily",Carrier reliability issues|Rising freight costs,"$25,000 - $100,000",Better coverage options|Integration with existing software|Per-shipment flexibility|Real-time risk insights|Transparent pricing,2,1,3,4,5,"Ability to insure individual shipments (not annual policy)|Automated claims processing|Mobile app for on-the-go management|Proactive alerts (weather, port delays, carrier issues)",Somewhat important (nice to have),Extremely valuable - would change our shipping decisions,Carrier performance ratings (on-time %)|Current insurance cost for this route|Port congestion levels,1% - 2%,Less than $50,"Maybe, depends on the exact features",Fast follower - we adopt once proven,Mobile-first business applications,Somewhat comfortable - we'd need vendor support,Internal resistance to change|Lack of trust in a new/unknown company|Switching costs from current provider,Very interested - would request a demo/trial,8,None at this time,Want to understand data privacy policies,No thanks
R0024,enterprise,2024-01-15 18:01:00,"Yes, domestically only (within one country)",Supply Chain/Logistics Manager,"1,001-5,000 shipments/year",$50M - $100M,500+ (Enterprise),Automotive Parts,B2B (selling to other businesses),"$50,000 - $100,000",Africa|Asia-Pacific|Europe,10+ years,United Kingdom,Ocean freight (container ships),"E-commerce platform (Shopify, WooCommerce, Amazon)|Excel/Manual tracking|Shipment tracking tools (Project44, FourKites)","Automated tracking notifications|IoT sensors (temperature, shock, location)|Manual check-ins with vendors|Periodic updates from carrier/forwarder|Real-time GPS tracking",6-10%,1-5%,1-5%,1-5%,6-10%,1-2 weeks,Supply chain/logistics team,"Yes, we have basic carrier liability coverage",Annual policy through a traditional insurance broker,Delay/late delivery|Physical damage/loss of goods|Spoilage (for perishables)|Weather-related damage,Coverage exclusions are too broad|Slow claims processing,"No, we've never needed to",Carrier reliability issues|Managing multiple carriers/vendors,"$500,000+",Better coverage options|Better customer service|Proactive risk alerts|Transparent pricing,1,2,2,4,5,"API access for custom integrations|Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Historical shipment risk analytics|Instant quote generation|Proactive alerts (weather, port delays, carrier issues)|Route optimization recommendations|White-label option for customer-facing use",Very important (strong preference),Extremely valuable - would change our shipping decisions,"Current insurance cost for this route|Geopolitical risk alerts (strikes, tariffs, instability)",1% - 2%,$100 - $150,"Yes, if it includes X free insurance quotes per month",Early adopter - we love trying new tools,AI/machine learning tools (any use case)|Blockchain for supply chain transparency|IoT sensors for shipment tracking|Mobile-first business applications,Not comfortable - we prefer plug-and-play solutions,Concerns about data security/privacy|Switching costs from current provider,Slightly interested - might consider in the future,5,Real-time chat support,No additional thoughts,No thanks
R0025,traditional_midsize,2024-01-15 18:48:00,"Yes, internationally (cross-border shipments)",Operations Manager,51-200 shipments/year,$10M - $50M,1-10 (Micro business),Manufacturing (Industrial goods),B2B (selling to other businesses),"Less than $5,000",Europe|Latin America|North America,3-5 years,United States,"Courier/Express (DHL, FedEx, UPS)|Intermodal (combination)","E-commerce platform (Shopify, WooCommerce, Amazon)|Freight forwarder platform (Flexport, Freightos, etc.)|Warehouse Management System (WMS)",Automated tracking notifications|Manual check-ins with vendors|Real-time GPS tracking,1-5%,0%,0%,1-5%,6-10%,Less than 24 hours,CEO/Owner,"Yes, we have basic carrier liability coverage",Online insurance platform,Delay/late delivery|War/terrorism/political risk,Poor customer service|Slow claims processing|Too expensive for the coverage provided,"Yes, but the process was difficult/unsatisfactory",Damage to goods in transit|Managing multiple carriers/vendors,"$25,000 - $100,000",Better coverage options|Easier purchasing process|Integration with existing software|Lower cost|Real-time risk insights|Transparent pricing,2,1,3,4,5,"Ability to insure individual shipments (not annual policy)|Instant quote generation|Mobile app for on-the-go management|Proactive alerts (weather, port delays, carrier issues)",Extremely important (deal-breaker if not available),Somewhat valuable,"Carrier performance ratings (on-time %)|Fuel price trends|Geopolitical risk alerts (strikes, tariffs, instability)",2%+,$100 - $150,"Yes, if it includes X free insurance quotes per month",Fast follower - we adopt once proven,Automated data analytics/dashboards|Cloud-based ERP/supply chain software|IoT sensors for shipment tracking,Comfortable - we can handle basic integrations,Internal resistance to change|Lack of trust in a new/unknown company|Switching costs from current provider,Very interested - would request a demo/trial,8,Dedicated account manager,No additional thoughts,No thanks
